Herkunft\Ziel	Drehen_1	Drehen_2	Drehen_3	Drehen_4	Drehen_5	Drehen_6	Fräsen_1	Fräsen_2	Fräsen_3	Fräsen_4	Fräsen_5	Fräsen_6	Verpackung_1	Verpackung_2	Verpackung_3	Verpackung_4	Verpackung_5	Verpackung_6	Schleifen_1	Schleifen_2	Schleifen_3	Schleifen_4	Schleifen_5	Schleifen_6	Lackieren_1	Lackieren_2	Lackieren_3	Lackieren_4	Lackieren_5	Lackieren_6
Lackieren_3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Episode290
Quelle	6	8	5	6	3	6	5	1	4	6	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drehen_1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	2	1	1	0
Drehen_2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0
Drehen_3	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0
Drehen_4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	3	0
Drehen_5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0
Drehen_6	0	0	0	0	0	0	0	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Fräsen_1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0
Fräsen_2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0
Fräsen_3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1
Fräsen_4	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0
Fräsen_5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	1	1	0	0	0
Fräsen_6	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0
Verpackung_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0
Schleifen_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
Schleifen_3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Schleifen_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0
Schleifen_6	0	0	0	0	0	0	2	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0
Lackieren_1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Episode291
Quelle	3	6	6	5	4	0	6	4	6	6	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drehen_1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	2
Drehen_2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	1	1	0	1	1	2	1	0	1	0
Drehen_3	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3	1	1	1	0
Drehen_4	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
Drehen_5	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	1	2	2	0	1	0
Drehen_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
Fräsen_1	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0
Fräsen_2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
Fräsen_3	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0
Fräsen_4	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fräsen_5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0
Fräsen_6	2	4	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	1	0
Verpackung_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0
Schleifen_2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Schleifen_3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Schleifen_4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Schleifen_6	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0
Lackieren_1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_5	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Episode292
Quelle	0	13	3	5	5	1	7	2	6	6	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drehen_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Drehen_2	0	0	0	0	0	0	3	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	4	3	3	1	0	2	0
Drehen_3	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0
Drehen_4	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	0
Drehen_5	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	1	1
Drehen_6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Fräsen_1	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0
Fräsen_2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
Fräsen_3	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Fräsen_4	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
Fräsen_5	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0
Fräsen_6	0	4	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	1	2	0	0	0
Verpackung_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
Schleifen_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Schleifen_3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	2
Schleifen_6	0	0	0	0	0	0	2	1	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
Lackieren_1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Episode293
Quelle	1	15	9	4	6	0	10	0	5	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drehen_1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0
Drehen_2	0	0	0	0	0	0	2	1	1	1	0	4	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	1	1
Drehen_3	0	0	0	0	0	0	0	0	1	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1
Drehen_4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0
Drehen_5	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	2	0
Drehen_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Fräsen_1	2	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Fräsen_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0
Fräsen_3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Fräsen_4	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	1	0	0	0
Fräsen_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	4	0
Fräsen_6	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	0	0	1	0	0	0
Verpackung_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Schleifen_2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0
Schleifen_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Schleifen_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Schleifen_5	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Schleifen_6	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
Lackieren_1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_5	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0

Episode294
Quelle	2	10	6	12	5	0	3	0	4	5	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drehen_1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
Drehen_2	0	0	0	0	0	0	1	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	2
Drehen_3	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0
Drehen_4	0	0	0	0	0	0	1	3	3	2	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	3	1
Drehen_5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0
Drehen_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0
Fräsen_1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0
Fräsen_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	2	0	0	0	0	0	0	0
Fräsen_3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	1	0	0	0
Fräsen_4	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0
Fräsen_5	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0
Fräsen_6	1	5	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0
Verpackung_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Schleifen_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0
Schleifen_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Schleifen_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Schleifen_5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	2
Schleifen_6	0	0	0	0	0	0	1	0	1	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0
Lackieren_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0

Episode295
Quelle	1	6	6	4	3	4	7	4	7	6	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drehen_1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	1	1
Drehen_2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	3	1	0	2	0
Drehen_3	0	0	0	0	0	0	0	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Drehen_4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0
Drehen_5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Drehen_6	0	0	0	0	0	0	0	0	1	2	1	0	1	0	2	1	0	0	0	0	0	0	0	0	2	3	1	1	1	1
Fräsen_1	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Fräsen_2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0
Fräsen_3	3	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
Fräsen_4	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
Fräsen_5	1	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0
Fräsen_6	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
Verpackung_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verpackung_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0
Schleifen_3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Schleifen_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleifen_5	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	5	0
Schleifen_6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
Lackieren_1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_5	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Lackieren_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Episode296
Quelle	1	8	3	8	6	6	7	6	3	1	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drehen_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1
Drehen_2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	2	0
Drehen_3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Drehen_4	0	0	0	0	0	0	0	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	0
Drehen_5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0
Drehen_6	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	2	2
Fräsen_1	2	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0
Fräsen_2	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0
Fräsen_3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
Fräsen_4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	3	0	0	0	0	0	0
Fräsen_5	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0
